Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Day_of_Month,Month
27,18.3,22.5,3.4,3.0,4.4,9,31.0,9,11,17.0,20.0,96.0,89.0,1012.5,1012.3,8.0,7.0,19.6,20.1,1,0,18,11.0
2,14.3,31.7,0.0,7.08,12.46,6,24.0,10,1,11.0,6.0,63.0,24.0,1019.6,1017.2,0.6,8.0,19.4,28.7,0,0,8,1.0
15,9.3,17.6,0.4,2.2,10.2,8,30.0,6,9,9.0,11.0,49.0,40.0,1022.7,1023.0,2.2,2.2,13.9,16.8,0,0,11,4.0
18,3.96,16.060000000000002,0.12,1.2,2.1,3,39.0,3,10,9.0,6.0,61.8,60.8,1019.3400000000001,1014.36,2.4,6.6,14.079999999999998,15.220000000000002,0,0,7,7.0
4,14.7,38.0,0.0,7.160000000000001,12.02,0,30.0,9,5,2.0,13.0,69.0,23.0,1016.2,1012.8,1.0,1.4,24.0,36.6,0,0,5,1.0
38,7.8,15.3,0.0,3.0,8.7,13,47.4,12,11,17.0,26.0,75.0,73.0,1027.1,1026.9,5.0,4.0,12.4,14.5,0,0,27,7.0
3,9.1,23.7,0.0,4.0,9.780000000000001,0,41.0,3,4,0.0,13.0,63.0,26.0,1021.0,1017.1,4.0,6.0,14.5,22.4,0,0,20,5.0
2,2.2,12.0,0.0,0.8400000000000001,4.18,3,28.0,3,3,0.0,15.0,98.0,75.0,1018.7,1014.7,8.0,2.0,6.7,11.5,0,1,5,6.0
30,8.4,25.1,0.0,5.159999999999999,9.7,9,33.0,8,9,6.0,20.0,64.0,40.0,1021.1800000000001,1017.64,2.2,2.0,16.1,23.5,0,0,22,9.0
17,2.7,14.3,0.0,1.1600000000000001,4.8,6,26.0,3,6,0.0,13.0,97.0,71.0,1026.22,1024.42,8.0,6.0,5.5,13.1,0,1,4,6.0
25,9.9,30.5,0.0,9.24,12.9,10,35.0,2,4,17.0,11.0,49.0,15.0,1021.5,1018.2,0.8,1.0,16.4,26.7,0,0,22,12.0
21,3.1,15.6,3.2,0.6,8.1,15,26.0,1,13,4.0,9.0,83.0,42.0,1020.5,1018.0,1.0,5.0,9.4,14.9,1,0,21,7.0
18,11.3,16.4,0.0,11.0,6.1,15,65.0,12,10,24.0,20.0,47.0,44.0,1020.6,1021.8,3.0,7.0,13.2,14.7,0,0,23,9.0
5,1.9,13.2,3.8,4.720000000000001,6.840000000000001,14,39.0,7,13,13.0,26.0,99.0,57.0,1017.2,1016.8,6.6,8.0,7.2,12.7,1,0,10,8.0
35,3.5,14.8,2.0,2.0,8.3,8,30.0,7,10,13.0,19.0,83.0,59.0,1021.3,1020.7,3.0,4.0,9.3,12.6,1,0,9,5.0
27,20.7,23.2,0.2,3.0,0.0,2,52.0,0,0,35.0,30.0,89.0,91.0,1011.6,1008.6,7.0,7.0,21.6,22.0,0,1,31,3.0
15,11.0,17.7,3.4,2.0,4.4,6,43.0,10,7,4.0,19.0,95.0,59.0,1020.4,1018.5,2.6,4.4,11.4,16.7,1,0,29,7.0
4,17.8,30.6,0.0,6.959999999999999,6.68,12,81.0,0,5,6.0,13.0,83.0,49.0,1016.9,1012.3,3.4,3.6,22.7,29.8,0,1,11,3.0
2,9.7,26.0,0.2,7.279999999999999,10.78,15,35.0,9,7,4.0,17.0,62.0,34.0,1019.9,1017.2,2.0,2.2,16.3,24.7,0,0,26,11.0
23,11.7,16.4,35.2,6.0,12.319999999999999,4,56.0,4,5,17.0,17.0,99.0,99.0,1015.32,1013.2,8.0,8.0,13.2,15.6,1,1,12,1.0
48,6.0,17.8,0.0,2.5199999999999996,3.94,2,28.0,9,0,13.0,11.0,76.0,32.0,1032.4,1027.9,0.4,2.6,10.4,17.6,0,0,22,7.0
27,19.2,25.2,4.6,2.6,11.3,8,35.0,10,9,17.0,19.0,68.0,62.0,1019.6,1018.9,2.0,1.0,23.2,24.3,1,0,25,3.0
39,13.6,26.2,0.0,4.0,9.8,1,33.0,12,4,6.0,26.0,71.0,48.0,1019.1,1016.2,0.0,1.0,21.1,24.6,0,0,29,6.0
1,18.3,23.7,0.0,6.8,9.4,13,42.2,1,0,6.0,28.0,67.0,71.0,1018.8,1015.5,8.0,5.0,21.0,22.2,0,0,14,2.0
40,17.7,23.2,0.0,6.959999999999999,6.68,13,24.0,6,7,7.0,9.0,62.0,87.0,1014.1,1012.3,5.2,7.4,22.1,21.0,0,1,11,2.0
1,18.7,23.2,0.0,5.2,8.7,13,36.2,13,9,9.0,12.0,76.0,74.4,1011.2,1008.9,8.0,7.0,21.5,21.64,0,1,11,1.0
26,16.7,20.1,8.0,6.840000000000001,7.58,11,50.0,11,8,28.0,35.0,77.0,68.0,1007.6,1008.2,7.2,2.4,17.7,19.3,1,0,13,12.0
9,5.6,10.5,0.0,1.7600000000000002,2.54,9,28.0,9,8,11.0,9.0,77.0,99.0,1012.6,1006.4,6.0,8.0,9.3,10.2,0,1,2,9.0
6,7.6,25.6,0.0,6.6,11.459999999999999,8,46.0,8,10,17.0,22.0,56.0,19.0,1019.9,1018.3,1.2,2.6,15.4,24.6,0,0,9,11.0
32,13.7,28.9,0.0,8.0,13.1,8,50.0,0,12,30.0,31.0,36.0,30.0,1022.0,1017.5,0.0,1.0,21.0,27.6,0,0,20,11.0
5,8.0,19.5,0.0,3.2399999999999998,6.5,5,61.0,3,3,33.0,31.0,53.0,46.0,1018.9,1014.6,1.0,3.2,12.6,18.9,0,0,4,9.0
14,12.9,20.5,3.6,1.48,6.58,10,30.0,14,9,9.0,17.0,99.0,87.0,1021.8,1019.6,6.8,7.8,15.7,19.2,1,1,25,6.0
20,4.1,13.9,0.0,1.9,4.659999999999999,3,28.0,5,6,11.0,15.0,73.0,47.0,1033.8,1029.7,8.0,7.0,10.1,13.7,0,0,29,7.0
15,15.3,26.0,0.0,7.2,13.6,14,65.0,7,7,30.0,31.0,38.0,33.0,1000.5,1000.5,1.0,5.0,20.2,24.3,0,0,6,1.0
27,12.0,17.8,0.0,2.4,9.5,4,28.0,0,4,7.0,17.0,75.0,58.0,1023.2,1020.8,2.0,2.0,15.1,16.7,0,0,31,7.0
27,19.0,24.6,0.0,4.2,8.6,9,35.0,10,8,20.0,17.0,83.0,75.0,1014.6,1011.7,3.0,2.0,21.7,23.2,0,1,16,4.0
3,4.3,20.8,0.0,5.8,10.8,2,39.0,0,2,13.0,17.0,49.0,26.0,1025.0,1020.7,0.0,1.0,13.2,19.8,0,0,8,5.0
9,13.2,31.3,0.0,6.6,11.6,15,46.0,3,14,4.0,26.0,71.0,28.0,1013.1,1009.5,1.0,4.0,19.7,30.7,0,0,27,1.0
17,7.0,21.7,0.0,5.640000000000001,11.34,3,28.0,3,7,2.0,15.0,59.0,41.0,1020.8399999999999,1017.54,2.8,3.4,14.9,20.7,0,0,11,12.0
34,2.7,19.8,0.0,1.8800000000000001,7.220000000000001,10,17.0,3,9,0.0,9.0,81.0,40.0,1019.0,1017.3,2.2,3.2,10.1,19.1,0,0,17,5.0
37,14.6,19.1,3.4,1.0,0.0,13,29.2,11,8,11.0,11.0,93.0,86.0,1018.4,1015.3,8.0,8.0,14.9,16.0,1,1,5,10.0
40,13.6,30.3,0.0,6.840000000000001,11.959999999999999,6,39.0,5,4,9.0,22.0,53.0,22.0,1013.9,1007.7,2.0,2.8,16.3,28.6,0,0,30,12.0
22,7.4,15.7,0.0,1.4,0.4,6,28.0,3,6,17.0,17.0,100.0,72.0,1024.4,1022.4,8.0,7.0,10.3,15.6,0,0,26,8.0
34,6.2,23.1,18.6,3.2,5.22,2,31.0,3,8,0.0,11.0,100.0,36.0,1016.2,1013.8,7.8,5.0,12.4,22.0,1,0,19,9.0
13,23.0,33.2,0.0,5.4,10.1,0,37.0,2,1,19.0,19.0,65.0,45.0,1010.3,1007.3,5.0,4.0,27.1,31.5,0,0,11,5.0
35,11.4,22.3,1.4,7.2,11.1,12,35.0,14,15,13.0,15.0,52.0,37.0,1014.7,1013.8,1.0,5.0,15.9,21.6,1,0,13,12.0
31,13.1,30.8,0.0,6.0,5.3,12,22.0,0,13,4.0,7.0,47.0,28.0,1021.7,1019.1,7.0,7.0,21.7,27.5,0,0,12,4.0
9,0.1,22.3,0.0,4.08,10.5,6,63.0,7,6,7.0,41.0,62.0,29.0,1011.4,1006.5,1.0,4.0,12.8,21.3,0,0,23,9.0
39,24.9,31.8,0.0,5.4,8.1,0,41.0,9,0,13.0,20.0,69.0,63.0,1006.0,1003.3,4.0,7.0,29.5,30.8,0,1,14,1.0
11,18.4,26.2,0.4,6.32,7.919999999999999,15,31.0,15,9,9.0,7.0,73.0,59.0,1017.1,1015.0,5.0,4.0,22.5,24.6,0,0,11,4.0
26,10.0,16.9,0.0,2.2399999999999998,4.38,10,28.0,15,10,9.0,19.0,78.0,73.0,1030.9,1026.5,4.8,5.2,13.8,16.5,0,0,15,8.0
2,23.0,34.4,0.0,8.959999999999999,10.379999999999999,7,43.0,1,15,9.0,13.0,53.0,46.0,1010.4,1011.0,1.8,5.0,29.5,31.1,0,0,30,11.0
36,0.8,27.2,0.0,4.6,9.440000000000001,3,46.0,3,7,26.0,26.0,38.0,12.0,1017.96,1015.5,3.0,4.0,17.9,26.6,0,0,12,9.0
24,21.2,28.7,0.0,9.16,11.48,13,27.2,4,4,4.0,9.0,80.0,72.0,1012.4799999999999,1009.28,7.0,7.0,23.4,26.0,0,1,29,1.0
24,17.8,31.0,0.0,6.959999999999999,6.68,13,21.6,3,9,0.0,6.0,98.0,80.0,1014.9,1010.9399999999999,1.0,1.0,19.0,30.0,0,0,28,3.0
29,7.0,22.4,0.0,9.440000000000001,5.4,14,41.0,5,14,15.0,20.0,46.0,83.0,1014.5,1012.3,2.0,2.0,17.1,19.2,0,0,31,8.0
17,5.9,15.1,0.0,2.6799999999999997,6.659999999999999,6,30.0,6,6,4.0,15.0,78.0,58.0,1014.2,1015.4,3.6,3.8,9.8,14.5,0,1,6,5.0
38,18.5,25.6,2.0,4.8,9.1,2,31.0,14,9,7.0,20.0,78.0,68.0,1018.2,1016.9,5.0,6.0,21.4,23.1,1,0,13,2.0
6,16.0,34.9,0.0,7.2,8.64,9,26.0,0,0,13.0,7.0,40.0,16.0,1024.7,1020.8,0.0,1.0,24.4,33.8,0,0,9,11.0
12,2.3,15.5,0.2,1.52,5.04,6,35.0,3,6,4.0,17.0,99.0,75.0,1028.2,1025.9,6.4,6.4,7.8,14.8,0,0,14,6.0
34,4.1,17.2,0.0,3.2,5.92,8,28.0,12,2,13.0,9.0,58.0,32.0,1021.0,1020.2,2.6,4.2,11.7,16.0,0,0,18,8.0
36,8.2,32.8,0.0,7.8,11.780000000000001,10,33.0,0,0,15.0,13.0,48.0,18.0,1016.5600000000001,1013.04,1.6,2.2,20.3,31.5,0,0,14,1.0
44,4.9,17.1,0.0,0.8,5.6,3,22.0,1,5,9.0,7.0,100.0,57.0,1031.7,1028.1,7.0,7.0,8.0,16.9,0,0,10,6.0
44,15.2,35.3,0.8,8.2,11.2,4,50.0,0,3,7.0,20.0,93.0,22.0,1011.0,1009.8,6.0,1.0,18.8,33.8,0,0,24,12.0
17,13.0,14.2,20.0,6.2,7.260000000000001,10,43.0,1,9,6.0,24.0,97.0,88.0,1001.2,1002.9,7.8,7.4,13.9,11.3,1,1,1,11.0
27,17.0,22.7,1.2,4.2,7.4,3,31.0,5,5,7.0,15.0,67.0,66.0,1018.5,1016.3,7.0,2.0,19.9,21.5,1,1,13,5.0
4,6.4,27.6,0.0,6.44,11.999999999999998,8,37.0,15,15,15.0,13.0,47.0,24.0,1014.9,1012.0,1.2,4.0,18.6,26.6,0,0,2,11.0
31,13.8,24.7,0.0,4.4,8.0,12,31.0,5,15,9.0,17.0,70.0,60.0,1014.0,1013.3,2.0,7.0,18.2,23.5,0,1,23,3.0
24,10.5,27.2,0.0,3.88,7.040000000000001,13,38.0,3,9,9.6,19.0,64.4,24.0,1022.5800000000002,1018.5,2.0,1.2,14.720000000000002,24.279999999999998,0,0,5,9.0
39,25.9,35.6,0.0,9.0,12.3,3,39.0,7,5,13.0,24.0,64.0,55.0,1010.8,1006.2,4.0,1.0,30.1,32.0,0,0,31,12.0
26,15.5,24.9,0.0,2.08,5.680000000000001,14,26.0,7,7,9.0,15.0,82.0,62.0,1016.4,1013.6,5.4,4.4,17.8,22.1,0,1,20,5.0
35,10.2,22.2,1.2,6.0,11.0,0,35.0,12,2,17.0,11.0,63.0,41.0,1020.1,1018.3,2.0,1.0,15.2,21.6,1,0,24,12.0
39,22.5,29.6,4.4,6.6,10.3,1,44.0,2,1,26.0,30.0,69.0,60.0,1017.9,1015.1,6.0,7.0,27.1,28.2,1,0,23,9.0
21,16.9,31.5,0.0,6.959999999999999,6.68,0,31.0,0,8,17.0,13.0,54.0,27.0,1013.0,1009.7,7.0,8.0,21.3,29.2,0,0,9,3.0
28,3.2,15.3,0.0,0.8,8.6,14,33.0,14,14,11.0,19.0,66.0,42.0,1017.7,1014.3,4.0,5.2,11.0,13.5,0,0,21,8.0
35,1.4,12.9,0.0,0.4,3.6,0,20.0,14,0,11.0,17.0,97.0,71.0,1029.2,1026.0,7.0,5.0,4.8,12.7,0,1,13,7.0
42,11.3,30.5,0.0,3.4,9.3,0,28.0,0,7,13.0,9.0,69.0,34.0,1016.1,1012.0,4.0,5.0,17.7,30.2,0,0,3,4.0
31,13.4,20.2,5.2,1.4,5.9,14,50.0,7,14,17.0,20.0,67.0,73.0,1008.5,1006.7,4.0,6.0,18.8,18.7,1,1,30,8.0
10,14.7,27.8,1.2,0.6,7.6,15,33.0,10,8,4.0,11.0,80.0,41.0,1015.9,1011.9,7.0,7.0,18.9,26.2,1,0,25,11.0
21,19.2,28.3,10.8,15.2,7.24,11,39.0,1,7,13.0,13.0,63.0,52.0,1012.0,1008.8,6.0,6.0,23.1,26.9,1,0,23,12.0
38,12.5,18.5,9.2,2.0,3.6,10,48.0,0,9,20.0,20.0,91.0,46.0,1030.7,1027.4,7.0,1.0,14.5,18.0,1,1,10,6.0
20,4.4,16.9,0.0,1.4,6.6,15,30.0,14,12,9.0,13.0,72.0,41.0,1028.0,1025.6,2.0,5.0,8.4,16.6,0,0,3,7.0
8,23.8,31.2,0.0,6.8,9.2,4,24.0,9,1,7.0,11.0,67.0,59.0,1010.7,1007.1,1.0,1.0,28.8,29.7,0,0,5,4.0
17,16.5,25.9,0.0,7.4,12.419999999999998,6,39.0,6,6,9.0,24.0,89.0,61.0,1003.4,1006.6,7.4,5.6,19.2,21.8,0,1,25,1.0
19,17.5,23.8,0.6,10.4,11.5,12,61.0,12,10,35.0,31.0,57.0,47.0,1012.5,1015.8,5.0,3.0,18.2,20.9,0,0,24,1.0
33,4.3,19.3,0.0,2.2,6.1,8,28.0,9,12,9.0,19.0,80.0,51.0,1020.1,1020.5,8.0,7.0,11.9,17.9,0,0,11,3.0
31,15.2,21.5,13.2,7.2,10.6,13,54.0,13,15,22.0,26.0,40.0,54.0,1009.0,1010.7,4.0,4.0,19.8,18.4,1,0,8,11.0
9,3.0,11.8,1.0,1.4,4.6,7,39.0,3,14,15.0,24.0,89.0,50.0,1019.5,1016.9,7.0,1.0,8.1,11.6,0,1,18,7.0
2,13.4,22.9,0.6,8.36,7.58,13,44.0,13,14,20.0,24.0,71.0,22.0,1007.7,1007.1,8.0,2.4,16.9,21.8,0,0,1,12.0
18,9.4,21.0,0.4,2.6,4.2,9,26.0,3,15,9.0,9.0,79.0,48.0,1023.8,1022.3,7.0,6.0,11.2,19.0,0,0,26,3.0
29,12.7,39.9,0.0,7.279999999999999,12.0,1,54.0,2,5,28.0,7.0,36.0,19.0,1011.6,1006.8,1.2,3.4,27.1,38.1,0,0,17,1.0
30,14.9,25.4,0.0,5.6,6.68,2,24.0,3,15,0.0,9.0,83.0,44.0,1014.22,1010.96,3.2,3.8,18.5,25.0,0,0,2,4.0
21,15.3,26.7,0.0,6.959999999999999,6.68,2,50.0,2,9,11.0,19.0,57.0,34.0,1020.4,1017.2,8.0,2.0,20.9,26.0,0,0,2,4.0
14,20.2,28.4,0.2,6.959999999999999,6.68,9,46.0,9,9,30.0,35.0,59.0,60.0,1020.6,1017.9,3.0,5.6,25.8,26.5,0,1,13,3.0
20,-1.4,14.6,0.0,1.0,8.7,2,19.0,8,0,7.0,7.0,96.0,49.0,1037.7,1034.3,0.0,2.4,2.4,14.1,0,0,2,6.0
23,4.0,15.3,0.0,6.959999999999999,6.68,0,35.0,2,1,13.0,19.0,61.0,57.0,1025.6399999999999,1023.6,5.8,5.4,8.7,14.2,0,0,14,2.0
35,11.7,17.7,6.4,3.4,2.8,9,43.0,9,2,26.0,22.0,69.0,56.0,1017.0,1016.8,8.0,6.0,13.4,16.3,1,0,25,11.0
22,9.0,18.5,1.2,4.4,9.0,13,48.0,7,15,11.0,31.0,92.0,43.0,1013.5,1013.9,2.0,6.0,13.1,17.5,1,1,8,11.0
36,15.8,25.2,0.0,6.959999999999999,6.68,11,44.0,12,8,17.0,28.0,70.0,57.0,1017.36,1013.1,4.2,2.8,20.7,22.6,0,0,31,3.0
17,9.3,16.14,2.8,2.7199999999999998,5.8999999999999995,13,49.2,14,10,6.0,6.0,68.0,83.0,1021.5,1020.6,2.2,7.2,16.5,19.1,1,1,30,10.0
20,14.7,32.8,0.0,7.2,7.3,13,61.0,5,3,22.0,26.0,34.0,16.0,1010.2,1006.0,6.0,7.0,23.2,30.8,0,1,29,10.0
43,12.2,20.8,3.8,3.2400000000000007,4.040000000000001,4,41.0,14,1,4.0,17.0,91.0,99.0,1011.1,1009.6,5.6,6.6,13.5,15.2,1,1,22,11.0
46,12.3,22.4,0.8,5.5600000000000005,8.179999999999998,10,37.0,10,10,19.0,26.0,69.0,60.0,1022.4,1021.6,3.0,2.8,15.9,20.2,0,0,13,12.0
27,18.9,23.4,0.0,9.2,9.7,2,54.0,2,9,28.0,30.0,50.0,59.0,1016.4,1015.2,3.0,6.0,22.3,22.4,0,0,29,1.0
30,18.5,28.2,3.8,6.959999999999999,6.68,0,22.0,10,3,6.0,6.0,81.0,52.0,1014.4200000000001,1010.2,5.8,2.8,21.9,27.5,1,1,20,2.0
37,15.9,20.7,0.0,8.0,0.3,0,31.0,0,0,15.0,20.0,80.0,71.0,1019.5,1017.4,8.0,8.0,16.9,18.4,0,0,14,11.0
45,4.5,19.9,0.0,2.48,4.4,13,29.4,7,6,19.0,13.0,99.0,47.0,1022.9,1019.0,8.0,4.4,9.0,19.6,0,1,3,7.0
9,13.2,18.6,15.4,1.4,1.3,3,24.0,10,7,4.0,15.0,96.0,74.0,1023.0,1019.9,8.0,8.0,14.6,17.3,1,0,28,3.0
23,-3.6,4.0,0.0,3.8,5.5200000000000005,14,35.0,14,13,17.0,17.0,94.0,71.0,1027.5399999999997,1025.8600000000001,3.8,7.2,-1.0,2.7,0,0,21,6.0
21,3.9,21.6,0.0,3.0,10.5,0,28.0,1,13,17.0,6.0,60.0,31.0,1024.0,1020.4,0.0,2.0,13.0,20.7,0,0,31,7.0
9,-1.5,20.2,0.0,3.4,11.639999999999999,14,41.0,3,14,0.0,20.0,73.0,33.0,1023.2,1019.2,1.0,2.6,7.8,19.1,0,0,25,4.0
29,18.5,28.5,0.8,5.6,8.9,9,50.0,2,9,20.0,28.0,61.0,44.0,1014.2,1013.5,8.0,1.0,21.9,27.0,0,0,2,3.0
9,7.3,14.3,8.8,3.08,4.720000000000001,7,72.0,14,13,26.0,26.0,73.0,68.0,999.2,1000.2,8.0,6.0,12.6,11.4,1,1,3,10.0
21,15.3,31.6,0.0,8.4,6.760000000000001,5,57.0,3,4,24.0,24.0,54.0,31.0,1012.0,1007.0,2.0,6.0,23.8,31.4,0,0,11,11.0
40,-3.4,16.8,0.0,6.12,6.68,15,33.0,3,13,0.0,20.0,82.0,39.0,1015.1,1011.0,2.4,2.6,3.9,15.4,0,0,8,5.0
45,14.7,35.9,0.0,4.72,8.78,7,35.0,7,0,13.0,20.0,52.0,66.0,1014.3,1012.0,1.8,2.4,26.4,27.1,0,1,25,11.0
21,3.5,18.9,0.0,3.0,9.9,12,43.0,12,12,15.0,30.0,76.0,36.0,1016.6,1013.8,0.0,1.0,9.2,18.1,0,0,21,7.0
47,20.2,23.8,0.2,8.96,12.320000000000002,4,43.0,5,4,15.0,33.0,78.0,74.0,1005.4,999.7,8.0,7.6,21.1,23.2,0,0,3,1.0
42,9.4,13.6,2.4,5.8,7.8,8,35.0,1,9,15.0,22.0,88.0,96.0,1010.3,1003.3,8.0,8.0,11.9,12.7,1,1,18,9.0
11,15.0,24.3,0.0,1.4,10.5,5,50.0,0,4,11.0,33.0,62.0,61.0,1020.3,1016.8,5.0,6.0,22.5,22.7,0,0,5,11.0
48,27.0,42.3,0.0,7.08,12.5,8,69.0,5,3,33.0,24.0,30.0,16.0,1005.9,1002.5,3.4,4.0,33.7,41.3,0,0,7,1.0
31,18.1,36.4,0.0,14.2,13.3,1,41.0,1,11,15.0,11.0,20.0,13.0,1017.4,1013.8,0.0,0.0,27.9,36.1,0,0,28,11.0
44,10.8,17.9,0.0,2.2,5.1,11,24.0,10,11,2.0,13.0,80.0,70.0,1030.0,1028.8,7.0,6.0,13.9,17.0,0,0,23,4.0
6,16.3,23.4,0.0,6.760000000000001,2.46,10,46.0,10,10,9.0,26.0,69.0,71.0,1007.1,1007.5,8.0,8.0,18.8,19.9,0,0,24,10.0
34,8.6,25.0,0.0,10.0,10.540000000000001,5,22.0,3,1,0.0,13.0,71.0,37.0,1026.8,1022.4,1.8,1.8,15.1,24.5,0,0,5,9.0
6,7.6,18.3,0.0,2.32,5.84,12,31.0,15,12,13.0,13.0,93.0,55.0,1023.5,1021.8,8.0,8.0,9.5,15.6,0,0,13,10.0
47,14.9,18.7,0.0,5.56,1.98,7,35.0,13,9,9.0,6.0,81.0,69.0,1011.5,1009.0,8.0,6.2,14.9,17.5,0,1,14,6.0
0,6.0,17.4,0.0,2.76,8.32,2,44.0,3,2,2.0,15.0,67.0,56.0,1019.8,1017.8,4.4,2.8,13.5,15.5,0,0,23,8.0
11,13.8,19.8,1.4,2.0,7.1,11,50.0,15,8,9.0,31.0,93.0,70.0,1020.5,1018.6,5.0,6.0,16.2,18.6,1,0,29,5.0
8,12.12,26.2,0.0,5.959999999999999,9.1,10,39.0,8,2,17.0,31.0,47.0,40.0,1022.4,1019.3,2.0,0.6,21.8,25.3,0,0,14,8.0
38,12.9,25.2,0.0,6.0,11.3,5,61.0,7,4,17.0,39.0,47.0,41.0,1025.0,1019.5,4.0,7.0,20.0,23.4,0,0,12,11.0
18,17.5,24.7,0.0,5.4,8.2,12,54.0,13,12,11.0,31.0,54.0,40.0,1019.6,1019.8,7.0,6.0,18.6,22.7,0,0,21,3.0
42,4.2,23.4,0.0,2.6,10.2,3,20.0,0,3,13.0,9.0,79.0,36.0,1022.6,1017.7,2.0,1.0,12.2,22.8,0,0,27,4.0
2,6.9,21.1,0.0,2.08,9.239999999999998,15,43.0,3,7,0.0,22.0,98.0,40.0,1023.8,1020.4,4.0,3.8,10.2,20.7,0,0,6,5.0
35,0.4,14.5,0.0,1.4,8.9,0,22.0,14,0,9.0,17.0,97.0,48.0,1024.9,1022.5,4.0,3.6,4.9,14.2,0,0,22,5.0
23,3.84,21.66,0.64,4.44,6.56,13,33.4,3,9,22.4,18.4,91.0,62.6,1024.4,1016.6,5.8,5.4,14.74,18.839999999999996,0,0,17,5.0
13,23.2,32.9,0.0,7.2,10.3,6,33.0,1,7,9.0,17.0,66.0,46.0,1013.5,1009.0,2.0,3.0,27.8,32.4,0,0,28,8.0
33,7.1,16.5,0.0,0.6,3.8,15,31.0,15,11,9.0,11.0,82.0,70.0,1013.6,1011.0,8.0,8.0,12.7,15.7,0,1,5,4.0
29,15.9,36.0,0.0,19.660000000000004,12.2,13,45.6,3,5,13.0,20.0,25.0,14.0,1018.9,1014.5,3.2,4.0,26.3,35.4,0,0,17,10.0
46,19.9,28.7,0.0,6.959999999999999,6.68,13,39.6,10,10,15.0,24.0,69.0,59.0,1010.1,1009.3,3.8,5.6,23.0,25.6,0,0,12,3.0
11,19.6,27.7,0.0,5.8,10.4,11,72.0,12,8,20.0,41.0,73.0,62.0,1005.3,1004.6,5.0,3.0,24.1,25.7,0,0,27,12.0
23,-2.5,2.5,11.6,5.680000000000001,6.640000000000001,12,78.0,13,13,30.0,28.0,97.0,97.0,1013.82,1012.1,6.8,7.6,-0.1,0.8,1,0,23,8.0
23,13.0,26.7,0.2,6.959999999999999,6.68,13,40.0,15,1,13.0,24.0,60.0,72.0,1018.3800000000001,1014.54,5.0,6.2,18.1,21.2,0,1,3,2.0
41,12.9,22.6,0.0,6.36,7.4399999999999995,0,39.0,0,0,22.0,19.0,34.0,20.0,1021.1,1017.1,3.0,8.0,15.1,21.9,0,0,22,4.0
18,13.3,31.3,0.0,5.8,9.8,3,61.0,2,4,6.0,15.0,63.0,23.0,1014.6,1009.4,2.6,2.2,18.9,30.6,0,0,13,11.0
6,6.5,22.0,0.0,4.24,10.34,5,31.0,9,3,15.0,15.0,58.0,33.0,1019.0,1016.3,1.0,1.0,13.1,20.8,0,0,28,10.0
48,9.3,25.7,0.0,8.0,9.7,11,24.0,2,7,15.0,13.0,66.0,21.0,1017.6,1013.9,0.0,4.0,14.3,24.1,0,0,8,10.0
18,9.1,20.6,0.0,3.0,8.1,3,52.0,3,3,33.0,31.0,72.0,50.0,1020.9,1016.7,7.0,4.4,14.0,19.2,0,0,27,8.0
38,17.1,25.2,0.4,4.4,9.7,14,70.0,7,7,33.0,46.0,41.0,33.0,1006.2,1004.1,1.0,1.0,20.9,24.0,0,0,10,5.0
44,20.3,37.1,0.0,14.2,1.6,11,54.0,12,11,4.0,26.0,38.0,74.0,1007.0,1012.4,7.0,7.0,27.0,22.2,0,0,3,2.0
36,5.5,25.9,0.0,6.42,10.879999999999999,8,43.0,9,9,17.0,17.0,44.0,25.0,1018.5400000000002,1015.4799999999999,0.8,1.8,18.4,24.9,0,0,20,11.0
23,1.5,8.7,0.0,3.6399999999999997,4.8,13,28.6,8,13,6.0,6.0,30.0,83.0,1023.9799999999999,1021.1800000000001,6.0,7.2,6.3,6.0,0,0,31,5.0
12,5.2,11.0,5.0,1.4,6.7,12,44.0,12,15,15.0,19.0,79.4,70.6,1016.3,1017.1,5.6,6.8,8.0,9.4,1,1,5,8.0
38,14.1,18.9,2.6,5.8,7.9,11,33.0,12,0,9.0,15.0,76.0,60.0,1027.3,1025.3,6.0,2.0,15.7,18.5,1,0,18,10.0
47,18.4,22.1,0.0,7.0,12.580000000000002,8,57.0,8,9,41.0,26.0,74.0,55.0,1000.0,1002.4,1.0,4.8,18.7,21.0,0,0,9,1.0
23,-4.1,0.1,0.4,5.36,5.76,15,63.0,12,13,19.0,24.0,98.0,81.0,1016.8,1013.9599999999998,6.8,7.6,-2.7,-0.7,0,1,5,6.0
8,18.9,23.7,5.2,0.8,0.2,10,41.0,10,9,30.0,17.0,73.0,74.0,1017.3,1013.9,7.0,7.0,20.3,22.6,1,0,26,5.0
36,11.9,30.9,0.0,7.12,6.58,3,35.0,3,0,20.0,7.0,47.0,24.0,1020.9199999999998,1017.64,2.2,2.8,21.4,30.0,0,0,12,4.0
36,13.3,29.5,0.0,6.839999999999999,9.260000000000002,10,37.0,2,9,22.0,19.0,48.0,31.0,1019.4200000000001,1016.68,4.4,4.4,20.9,28.7,0,0,15,11.0
